0,0,0.084622,0.085229,0.085835,0.086406,0.087022,0.087647,0.08824,0.088869,0.089461,0.090096,0.090739,0.091375,0.092028,0.092637,0.093293,0.093947,0.094612,0.095277,0.095859,0.096533
1,0.01,0.085381,0.085996,0.086608,0.087185,0.087808,0.088439,0.089039,0.089674,0.090273,0.090915,0.091565,0.092208,0.092868,0.093484,0.094147,0.094809,0.095481,0.096153,0.096742,0.09772
2,0.02,0.086152,0.086773,0.087392,0.087975,0.088605,0.089243,0.089849,0.090492,0.091098,0.091747,0.092404,0.093053,0.093721,0.094344,0.095015,0.095683,0.096363,0.097043,0.097933,0.098625
3,0.030001,0.086934,0.087562,0.088188,0.088777,0.089414,0.090059,0.090672,0.091322,0.091934,0.09259,0.093254,0.093911,0.094586,0.095216,0.095894,0.09657,0.097258,0.098238,0.098843,0.099543
4,0.040001,0.087727,0.088362,0.088995,0.08959,0.090234,0.090887,0.091507,0.092163,0.092783,0.093446,0.094118,0.094782,0.095465,0.096102,0.096788,0.097471,0.098457,0.099155,0.099767,0.10048
5,0.050001,0.088532,0.089174,0.089814,0.090416,0.091067,0.091727,0.092354,0.093018,0.093644,0.094315,0.094994,0.095666,0.096356,0.097001,0.097694,0.098673,0.09938,0.10009,0.10071,0.10142
6,0.060001,0.089349,0.089998,0.090645,0.091254,0.091912,0.09258,0.093213,0.093885,0.094518,0.095197,0.095884,0.096563,0.097261,0.097913,0.0989,0.099602,0.10032,0.10103,0.10166,0.10238
7,0.070001,0.090178,0.090834,0.091488,0.092104,0.09277,0.093445,0.094086,0.094765,0.095406,0.096092,0.096787,0.097474,0.09818,0.099122,0.099835,0.10055,0.10127,0.10199,0.10263,0.10336
8,0.080001,0.091019,0.091683,0.092345,0.092968,0.093641,0.094324,0.094972,0.095659,0.096307,0.097001,0.097704,0.098398,0.099394,0.10006,0.10079,0.1015,0.10224,0.10297,0.10361,0.10435
9,0.090002,0.091874,0.092545,0.093214,0.093844,0.094525,0.095216,0.095871,0.096566,0.097221,0.097924,0.098634,0.099616,0.10034,0.10102,0.10175,0.10248,0.10322,0.10396,0.1046,0.10535
10,0.1,0.092741,0.09342,0.094097,0.094734,0.095423,0.096121,0.096785,0.097487,0.09815,0.09886,0.099857,0.10057,0.10131,0.10199,0.10273,0.10346,0.10421,0.10496,0.10562,0.10638
11,0.11,0.093621,0.094308,0.094993,0.095637,0.096334,0.097041,0.097712,0.098423,0.099093,0.099812,0.10082,0.10154,0.10228,0.10298,0.10372,0.10447,0.10523,0.10598,0.10665,0.10741
12,0.12,0.094515,0.09521,0.095902,0.096555,0.09726,0.097974,0.098654,0.099373,0.10005,0.10105,0.10179,0.10252,0.10328,0.10398,0.10473,0.10549,0.10625,0.10702,0.10769,0.10847
13,0.13,0.095423,0.096126,0.096826,0.097486,0.098199,0.098923,0.09961,0.10034,0.1013,0.10204,0.10278,0.10352,0.10429,0.105,0.10576,0.10652,0.1073,0.10807,0.10875,0.10954
14,0.14,0.096345,0.097056,0.097765,0.098432,0.099154,0.099886,0.10058,0.10159,0.10229,0.10303,0.10379,0.10454,0.10531,0.10603,0.1068,0.10757,0.10836,0.10914,0.10983,0.11063
15,0.15,0.097281,0.098001,0.098718,0.099393,0.10012,0.10086,0.10184,0.10259,0.10329,0.10405,0.10481,0.10557,0.10635,0.10708,0.10786,0.10864,0.10944,0.11023,0.11093,0.11173
16,0.16,0.098232,0.098961,0.099686,0.10037,0.10111,0.10213,0.10284,0.1036,0.10431,0.10508,0.10585,0.10662,0.10741,0.10815,0.10894,0.10973,0.11053,0.11134,0.11204,0.11286
17,0.17,0.099199,0.099935,0.10067,0.10136,0.10237,0.10314,0.10386,0.10463,0.10535,0.10613,0.10691,0.10769,0.10849,0.10923,0.11003,0.11083,0.11165,0.11246,0.11317,0.114
18,0.18,0.10018,0.10093,0.10167,0.10263,0.10339,0.10416,0.1049,0.10567,0.1064,0.10719,0.10798,0.10877,0.10958,0.11033,0.11114,0.11195,0.11278,0.1136,0.11432,0.11516
19,0.19,0.10118,0.10193,0.10295,0.10366,0.10443,0.10521,0.10595,0.10674,0.10748,0.10827,0.10907,0.10987,0.11069,0.11145,0.11227,0.11309,0.11393,0.11476,0.11549,0.11634
20,0.2,0.10219,0.10321,0.10398,0.1047,0.10548,0.10627,0.10702,0.10781,0.10857,0.10937,0.11018,0.11099,0.11182,0.11259,0.11342,0.11425,0.1151,0.11594,0.11668,0.11754
21,0.21,0.10348,0.10425,0.10503,0.10576,0.10655,0.10735,0.10811,0.10891,0.10967,0.11049,0.11131,0.11213,0.11297,0.11375,0.11459,0.11543,0.11629,0.11714,0.11789,0.11876
22,0.22,0.10453,0.10531,0.1061,0.10683,0.10763,0.10844,0.10921,0.11003,0.1108,0.11162,0.11246,0.11328,0.11413,0.11492,0.11578,0.11663,0.1175,0.11836,0.11912,0.12011
23,0.23,0.10559,0.10639,0.10718,0.10793,0.10874,0.10956,0.11034,0.11116,0.11194,0.11278,0.11362,0.11446,0.11532,0.11612,0.11699,0.11785,0.11873,0.1196,0.12048,0.12137
24,0.24,0.10667,0.10748,0.10828,0.10904,0.10986,0.11069,0.11148,0.11232,0.1131,0.11395,0.11481,0.11565,0.11653,0.11734,0.11821,0.11909,0.11998,0.12097,0.12175,0.12266
25,0.25,0.10778,0.10859,0.10941,0.11017,0.111,0.11184,0.11264,0.11349,0.11429,0.11514,0.11601,0.11687,0.11775,0.11858,0.11946,0.12035,0.12136,0.12226,0.12305,0.12396
26,0.26,0.10889,0.10972,0.11055,0.11132,0.11216,0.11301,0.11382,0.11468,0.11549,0.11636,0.11724,0.11811,0.119,0.11983,0.12073,0.12174,0.12265,0.12356,0.12436,0.12529
27,0.27,0.11003,0.11087,0.11171,0.11249,0.11334,0.11421,0.11503,0.1159,0.11672,0.11759,0.11848,0.11936,0.12027,0.12112,0.12213,0.12304,0.12397,0.12489,0.1257,0.12664
28,0.28,0.11119,0.11204,0.11289,0.11368,0.11454,0.11542,0.11625,0.11713,0.11796,0.11885,0.11975,0.12064,0.12156,0.12252,0.12345,0.12437,0.12531,0.12624,0.12707,0.12802
